,default,data_uid,duration_in_month,credit_amount,Balance,Payment_Delay,installment_as_income_perc,age,States,Zipcode,Date,GDP,purpose_da,purpose_car,purpose_rep,purpose_bns,purpose_vac,purpose_edu,personal_status_sex_male,personal_status_sex_female,other_debtors_gnt,savings_.. >= 1000 DM ,savings_... < 100 DM,savings_100 <= ... < 500 DM,savings_500 <= ... < 1000 DM ,savings_unknown/ no savings account,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year ,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed,property_if not A121 : building society savings agreement/ life insurance,"property_if not A121/A122 : car or other, not in attribute 6",property_real estate,property_unknown / no property,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management/ self-employed/ highly qualified employee/ officer,job_skilled employee / official,job_unemployed/ unskilled - non-resident,job_unskilled - resident,foreign_worker_no,foreign_worker_yes
130,0,prj01-ds01-raw-0000131,48,8487,4074,1,1,24,Nevada,89001,1/6/2014,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
226,1,prj01-ds01-raw-0000227,48,10961,5985,5,1,27,Michigan,48002,9/4/2010,2.64,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
60,0,prj01-ds01-raw-0000061,9,1391,668,0,2,27,Florida,32004,2/12/2015,5.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
22,0,prj01-ds01-raw-0000023,10,2241,1188,1,1,48,Michigan,48002,10/19/2013,2.64,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
205,0,prj01-ds01-raw-0000206,30,10623,5630,2,3,38,Alaska,99501,11/1/2011,0.27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
764,0,prj01-ds01-raw-0000765,24,2463,1305,1,4,27,Wyoming,82601,5/1/2016,0.21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
299,0,prj01-ds01-raw-0000300,21,2745,1455,1,3,32,Utah,84101,4/4/2016,0.85,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
814,1,prj01-ds01-raw-0000815,48,3931,2162,5,4,46,Wisconsin,53001,2/9/2014,1.68,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
825,0,prj01-ds01-raw-0000826,21,1602,849,1,4,30,Florida,32004,3/3/2015,5.02,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
420,0,prj01-ds01-raw-0000421,15,3186,1529,0,2,20,Idaho,83201,7/18/2012,0.36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
847,0,prj01-ds01-raw-0000848,24,1249,600,0,4,28,New Mexico,87001,2/15/2016,0.51,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
600,0,prj01-ds01-raw-0000601,7,2329,1118,0,1,45,Rhode Island,2801,5/15/2013,0.31,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
421,0,prj01-ds01-raw-0000422,12,2028,973,0,4,30,Illinois,60002,11/8/2016,4.29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
139,0,prj01-ds01-raw-0000140,12,1881,903,0,2,44,Oregon,97201,8/15/2011,1.23,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
382,0,prj01-ds01-raw-0000383,22,1283,616,0,4,25,Missouri,63102,9/22/2016,1.63,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
994,0,prj01-ds01-raw-0000995,12,2390,1147,0,4,50,Missouri,63102,11/23/2016,1.63,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
666,0,prj01-ds01-raw-0000667,30,3496,1573,0,4,34,Arkansas,71630,9/18/2013,0.65,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
768,0,prj01-ds01-raw-0000769,12,3617,1917,0,1,28,Arkansas,71630,2/26/2016,0.65,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
688,0,prj01-ds01-raw-0000689,9,2753,1321,0,3,35,Missouri,63102,10/22/2012,1.63,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
879,0,prj01-ds01-raw-0000880,30,6742,3573,2,2,36,Idaho,83201,5/7/2010,0.36,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
534,0,prj01-ds01-raw-0000535,24,3105,1490,0,4,25,Mississippi,38601,1/1/2014,0.58,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
661,1,prj01-ds01-raw-0000662,12,900,495,2,4,23,Wisconsin,53001,7/28/2010,1.68,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
556,1,prj01-ds01-raw-0000557,18,2278,1253,2,3,28,Virginia,20103,7/3/2015,2.68,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
912,0,prj01-ds01-raw-0000913,30,2991,1436,0,2,25,Vermont,5001,11/23/2012,0.17,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
13,1,prj01-ds01-raw-0000014,24,1199,659,4,4,60,Illinois,60002,2/20/2010,4.29,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
898,0,prj01-ds01-raw-0000899,15,2186,1049,0,1,33,New Mexico,87001,6/8/2016,0.51,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
760,0,prj01-ds01-raw-0000761,15,5045,2674,1,1,59,Virginia,20103,3/1/2016,2.68,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
952,1,prj01-ds01-raw-0000953,24,4113,2262,2,3,28,North Dakota,58103,5/10/2011,0.28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
390,0,prj01-ds01-raw-0000391,18,1820,874,0,2,30,North Carolina,27007,5/27/2010,2.81,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
406,0,prj01-ds01-raw-0000407,24,2197,1164,2,4,43,Wisconsin,53001,4/1/2013,1.68,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
721,1,prj01-ds01-raw-0000722,6,433,238,1,4,24,Delaware,19706,1/30/2013,0.38,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
833,0,prj01-ds01-raw-0000834,24,5084,2440,0,2,42,Kentucky,40003,4/7/2016,1.07,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
509,0,prj01-ds01-raw-0000510,39,8588,4122,0,4,45,Wyoming,82601,9/27/2014,0.21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
722,1,prj01-ds01-raw-0000723,12,1228,675,2,4,24,District of Columbia,20001,5/6/2016,0.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
571,0,prj01-ds01-raw-0000572,30,5954,3156,2,3,38,Georgia,30002,4/24/2015,2.85,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
396,0,prj01-ds01-raw-0000397,12,2578,1237,0,3,55,Rhode Island,2801,11/24/2013,0.31,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
165,0,prj01-ds01-raw-0000166,6,2978,1429,0,1,32,Idaho,83201,5/30/2015,0.36,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
626,0,prj01-ds01-raw-0000627,6,2116,1016,0,2,41,Indiana,46001,7/29/2016,1.85,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
999,0,prj01-ds01-raw-0001000,45,4576,2425,3,3,27,New Jersey,7002,5/12/2013,3.15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
585,1,prj01-ds01-raw-0000586,18,2039,1121,2,1,20,Mississippi,38601,7/24/2010,0.58,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
987,0,prj01-ds01-raw-0000988,13,1409,676,0,2,64,Louisiana,70001,12/12/2016,1.27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
890,0,prj01-ds01-raw-0000891,27,2442,1294,2,4,43,Minnesota,55001,2/26/2013,1.82,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
990,0,prj01-ds01-raw-0000991,12,3565,1889,0,2,37,Massachusetts,1001,11/30/2012,2.75,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
950,0,prj01-ds01-raw-0000951,18,3590,1903,1,3,40,New York,10001,5/18/2012,8.06,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
513,0,prj01-ds01-raw-0000514,12,3585,1434,2,4,20,Arkansas,71630,2/16/2016,0.65,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
188,1,prj01-ds01-raw-0000189,12,674,384,1,4,20,Ohio,43002,7/30/2016,3.39,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
599,0,prj01-ds01-raw-0000600,24,3863,1545,3,1,32,Pennsylvania,15005,11/20/2011,3.93,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
993,0,prj01-ds01-raw-0000994,36,3959,1900,4,4,30,Mississippi,38601,10/1/2011,0.58,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
801,0,prj01-ds01-raw-0000802,18,1795,951,1,3,48,Oklahoma,73001,4/30/2016,0.99,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
779,0,prj01-ds01-raw-0000780,18,3872,1859,1,2,67,Indiana,46001,5/17/2014,1.85,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
807,0,prj01-ds01-raw-0000808,12,930,493,0,4,65,Tennessee,37010,10/20/2012,1.78,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
352,0,prj01-ds01-raw-0000353,18,3229,1711,1,2,38,Virginia,20103,1/5/2016,2.68,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
749,0,prj01-ds01-raw-0000750,15,3029,1454,0,2,33,Ohio,43002,10/29/2015,3.39,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
728,1,prj01-ds01-raw-0000729,48,6416,3529,5,4,59,Indiana,46001,12/14/2013,1.85,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
638,0,prj01-ds01-raw-0000639,12,1493,717,0,4,34,Montana,59801,7/25/2015,0.25,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
253,0,prj01-ds01-raw-0000254,24,4151,1660,3,2,35,Wisconsin,53001,11/15/2013,1.68,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
664,0,prj01-ds01-raw-0000665,6,1047,555,0,2,50,Alaska,99501,1/17/2011,0.27,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
75,0,prj01-ds01-raw-0000076,12,1526,809,1,4,66,Mississippi,38601,1/2/2015,0.58,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
697,0,prj01-ds01-raw-0000698,12,926,491,1,1,38,North Dakota,58103,3/5/2015,0.28,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
284,0,prj01-ds01-raw-0000285,24,3878,2055,1,4,37,New Hampshire,3031,4/8/2010,0.42,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
671,0,prj01-ds01-raw-0000672,36,5742,2756,0,2,31,District of Columbia,20001,5/1/2012,0.69,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
518,0,prj01-ds01-raw-0000519,6,1203,577,0,3,43,District of Columbia,20001,6/28/2014,0.69,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
687,0,prj01-ds01-raw-0000688,36,2862,1145,4,4,30,Mississippi,38601,7/2/2013,0.58,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
867,0,prj01-ds01-raw-0000868,12,3331,1765,1,2,42,Alabama,35007,6/6/2016,1.11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
986,0,prj01-ds01-raw-0000987,42,6289,2830,0,2,33,Kentucky,40003,6/7/2010,1.07,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
64,0,prj01-ds01-raw-0000065,24,3181,1527,0,4,26,Illinois,60002,6/9/2014,4.29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
164,0,prj01-ds01-raw-0000165,36,909,436,1,4,36,Hawaii,96701,5/5/2011,0.45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
941,0,prj01-ds01-raw-0000942,10,1546,742,0,3,31,Minnesota,55001,8/27/2012,1.82,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
146,0,prj01-ds01-raw-0000147,6,1860,986,0,1,39,Utah,84101,4/19/2010,0.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
929,0,prj01-ds01-raw-0000930,12,1344,538,2,4,43,Hawaii,96701,1/17/2015,0.45,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
540,1,prj01-ds01-raw-0000541,12,1534,844,1,1,23,New Jersey,7002,2/26/2012,3.15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
874,0,prj01-ds01-raw-0000875,12,3590,1723,0,2,29,Delaware,19706,1/1/2015,0.38,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
511,0,prj01-ds01-raw-0000512,36,4686,2249,0,2,32,Alaska,99501,1/17/2016,0.27,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
831,1,prj01-ds01-raw-0000832,18,1216,669,2,4,23,Iowa,50001,7/8/2014,0.97,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
484,0,prj01-ds01-raw-0000485,12,1163,616,0,4,44,Missouri,63102,11/7/2015,1.63,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
658,0,prj01-ds01-raw-0000659,30,4221,1899,0,2,28,Virginia,20103,7/28/2016,2.68,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
844,0,prj01-ds01-raw-0000845,18,3422,1643,0,4,47,Nevada,89001,3/20/2013,0.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
552,1,prj01-ds01-raw-0000553,48,6999,3849,4,1,34,Tennessee,37010,8/17/2016,1.78,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,prj01-ds01-raw-0000001,6,1169,620,0,4,67,Alabama,35007,2/15/2010,1.11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
85,0,prj01-ds01-raw-0000086,12,1412,748,1,4,29,North Dakota,58103,12/23/2014,0.28,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
322,0,prj01-ds01-raw-0000323,24,2910,1397,0,2,34,Kansas,66104,6/1/2012,0.83,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
938,1,prj01-ds01-raw-0000939,60,6288,3458,5,4,42,Maryland,20601,11/12/2014,2.05,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
296,0,prj01-ds01-raw-0000297,12,4675,2244,0,1,20,South Dakota,57117,7/25/2014,0.26,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
663,0,prj01-ds01-raw-0000664,6,1050,420,1,4,35,Alabama,35007,3/31/2011,1.11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
647,1,prj01-ds01-raw-0000648,12,1386,762,2,2,26,Ohio,43002,7/22/2011,3.39,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
223,0,prj01-ds01-raw-0000224,24,2978,1191,3,4,32,Maine,3901,3/14/2013,0.32,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
235,1,prj01-ds01-raw-0000236,24,1823,981,3,4,30,New Mexico,87001,1/1/2011,0.51,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
126,0,prj01-ds01-raw-0000127,12,1701,816,0,4,40,Mississippi,38601,11/26/2016,0.58,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
36,0,prj01-ds01-raw-0000037,48,6110,3238,3,1,31,Oklahoma,73001,3/3/2010,0.99,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
362,0,prj01-ds01-raw-0000363,12,2247,899,1,2,36,Colorado,80019,8/11/2012,1.75,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
242,1,prj01-ds01-raw-0000243,48,4605,2533,3,3,24,Pennsylvania,15005,7/28/2013,3.93,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
441,0,prj01-ds01-raw-0000442,12,1620,778,0,2,30,North Carolina,27007,8/19/2015,2.81,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50,0,prj01-ds01-raw-0000051,24,2333,933,3,4,29,Wyoming,82601,5/5/2013,0.21,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
123,0,prj01-ds01-raw-0000124,10,781,414,1,4,63,Massachusetts,1001,2/1/2015,2.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
745,0,prj01-ds01-raw-0000746,13,1797,952,1,3,28,New Mexico,87001,8/21/2012,0.51,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
532,0,prj01-ds01-raw-0000533,12,1503,601,1,4,41,Michigan,48002,10/7/2016,2.64,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
72,0,prj01-ds01-raw-0000073,8,1164,617,0,3,51,Massachusetts,1001,9/26/2014,2.75,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
971,0,prj01-ds01-raw-0000972,24,7393,3549,0,1,43,Arizona,85001,4/3/2011,1.64,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
635,0,prj01-ds01-raw-0000636,12,1393,669,0,4,47,Minnesota,55001,11/8/2010,1.82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
683,0,prj01-ds01-raw-0000684,24,5103,2705,1,3,47,Maryland,20601,12/24/2011,2.05,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
38,0,prj01-ds01-raw-0000039,10,1225,588,0,2,37,Pennsylvania,15005,8/23/2013,3.93,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
206,0,prj01-ds01-raw-0000207,12,1935,1026,1,4,43,Arizona,85001,11/26/2015,1.64,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
489,0,prj01-ds01-raw-0000490,6,3518,1689,0,2,26,New Jersey,7002,9/6/2010,3.15,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
531,1,prj01-ds01-raw-0000532,15,2631,1447,2,2,28,Massachusetts,1001,8/1/2015,2.75,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
633,1,prj01-ds01-raw-0000634,9,1980,1089,1,2,19,Massachusetts,1001,6/19/2010,2.75,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
29,1,prj01-ds01-raw-0000030,60,6836,4102,5,3,63,New Hampshire,3031,6/5/2010,0.42,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
955,0,prj01-ds01-raw-0000956,24,1231,652,2,4,57,Oregon,97201,10/26/2012,1.23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
503,1,prj01-ds01-raw-0000504,24,1216,669,4,4,38,Utah,84101,2/4/2011,0.85,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
144,0,prj01-ds01-raw-0000145,21,2288,1213,2,4,23,Tennessee,37010,7/13/2016,1.78,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
650,0,prj01-ds01-raw-0000651,48,7476,3588,0,4,50,Pennsylvania,15005,6/17/2016,3.93,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
